syn_flood_consensus,service_sweep_dispersion,low_entropy_repetition,auth_compromise_pattern,y_true,neural_meta,symbolic_raw,clafpp_final
1.0,0.7661445,0.00020471742,0.5,1,0.9997881,0.8968945,0.9997881
2.0611535e-09,0.0010689604,0.12151418,1.0,1,0.97467613,0.28605336,0.97467613
1.0,0.22443604,0.0016784454,0.5,1,0.99936515,0.659077,0.99936515
2.0611535e-09,0.0006273788,0.10247845,0.5,0,0.17755869,0.15233807,0.17755869
2.0611535e-09,0.0013951841,0.010273194,0.5,0,0.00059934804,0.13218743,0.00059934804
2.0611535e-09,0.0010000889,0.068789795,0.5,0,0.0003177691,0.14501625,0.0003177691
2.0611535e-09,0.7515071,0.00020971448,0.5,1,0.9994682,0.45971432,0.9994682
2.0611535e-09,0.81856674,0.00018224509,0.5,1,0.99969965,0.48918885,0.99969965
2.0611535e-09,0.0006273788,0.00053847657,1.0,1,0.004736731,0.2589782,0.004736731
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00030647675,0.15213713,0.00030647675
2.0611535e-09,0.7515071,0.00022448057,0.5,1,0.99959916,0.45971757,0.99959916
2.0611535e-09,0.0006273788,0.00029930117,0.5,1,0.0016765248,0.12963367,0.0016765248
2.0611535e-09,0.0006273788,0.038115166,0.5,1,0.0022806819,0.13803643,0.0022806819
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00035954494,0.15213713,0.00035954494
2.0611535e-09,0.0006273788,0.082227655,0.5,1,0.0014559512,0.14783832,0.0014559512
2.0611535e-09,0.0006273788,0.08834097,0.5,1,0.4927514,0.14919671,0.4927514
2.0611535e-09,0.0006273788,0.02492172,0.5,0,0.00048700097,0.13510482,0.00048700097
2.0611535e-09,0.0023759017,0.10157403,0.5,0,0.0003330593,0.1529058,0.0003330593
2.0611535e-09,0.99999666,3.636228e-06,0.5,1,0.9997767,0.5689091,0.9997767
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00032233904,0.15213713,0.00032233904
2.0611535e-09,0.9999999,0.0015008813,0.5,1,0.9959317,0.5692432,0.9959317
2.0611535e-09,0.59548014,0.00024236474,0.5,1,0.9996314,0.39112926,0.9996314
1.0,0.78017163,0.00019812543,0.5,1,0.9997817,0.9030597,0.9997817
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00033409553,0.15213713,0.00033409553
2.0611535e-09,0.7040516,0.00024828076,0.5,1,0.9996984,0.43886057,0.9996984
2.0611535e-09,0.3303359,0.005960298,0.5,0,0.0015331513,0.27583748,0.0015331513
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00032053483,0.15213713,0.00032053483
2.0611535e-09,0.0019460625,0.0972553,0.5,0,0.0002922687,0.1517572,0.0002922687
2.0611535e-09,0.78017163,0.00019898059,0.5,1,0.99944806,0.47231337,0.99944806
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00029013568,0.15213713,0.00029013568
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0002739163,0.15213713,0.0002739163
2.0611535e-09,0.0006273788,0.001062023,0.5,1,0.004838644,0.12980315,0.004838644
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00033280335,0.15213713,0.00033280335
2.0611535e-09,0.0012212407,0.106623694,0.5,0,0.00031768694,0.15352024,0.00031768694
2.0611535e-09,0.6871152,0.00029267385,0.5,1,0.9997066,0.43142486,0.9997066
2.0611535e-09,0.77323467,0.00020471742,0.5,1,0.99970895,0.469265,0.99970895
2.0611535e-09,0.0006273788,0.33223274,0.5,1,0.99940675,0.20338994,0.99940675
2.0611535e-09,0.0006273788,0.09310123,0.5,0,0.00040427447,0.15025444,0.00040427447
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00032522785,0.15213713,0.00032522785
2.0611535e-09,0.0078450255,0.10157403,0.5,0,0.00027763637,0.15531014,0.00027763637
2.0611535e-09,0.23625308,0.0006626434,0.5,1,0.9992393,0.23329978,0.9992393
2.0611535e-09,1.0,0.0008971696,0.5,1,0.86040306,0.56910914,0.86040306
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00037658427,0.15213713,0.00037658427
2.0611535e-09,0.0006273788,0.16581476,0.5,0,0.0008594736,0.16641153,0.0008594736
2.0611535e-09,0.0014912232,0.10157403,0.5,0,0.0003099728,0.15251689,0.0003099728
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00035950952,0.15213713,0.00035950952
2.0611535e-09,0.7362692,0.0002038378,0.5,1,0.99963534,0.45301417,0.99963534
2.0611535e-09,0.0006273788,0.00030189013,0.5,1,0.17456862,0.12963425,0.17456862
2.0611535e-09,0.0006273788,0.095529556,0.5,1,0.0013673082,0.15079403,0.0013673082
2.0611535e-09,0.0006273788,0.00024870865,0.5,0,0.004456748,0.12962243,0.004456748
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0002653229,0.15213713,0.0002653229
2.0611535e-09,0.008953948,0.09346557,0.5,0,0.0007157503,0.15399592,0.0007157503
1.0,0.0006273788,3.050195e-06,0.5,1,0.9995998,0.5603143,0.9995998
2.0611535e-09,0.7284291,0.00021913176,0.5,1,0.99962753,0.4495709,0.99962753
2.8851193e-08,0.99999666,3.050195e-06,0.5,1,0.99970835,0.568909,0.99970835
2.0611535e-09,0.0006273788,0.0011694741,1.0,1,0.014650435,0.25911838,0.014650435
2.0611535e-09,0.77323467,0.00020471742,0.5,1,0.9997029,0.469265,0.9997029
2.0611535e-09,0.61459464,0.0002657616,0.5,1,0.9996289,0.39953753,0.9996289
2.0611535e-09,0.0006273788,0.0007432381,0.5,0,0.00057505304,0.12973231,0.00057505304
2.0611535e-09,0.7439626,0.00023658968,0.5,1,0.9997085,0.45640352,0.9997085
2.0611535e-09,0.0006273788,0.00045681666,1.0,1,0.010458899,0.25896,0.010458899
2.0611535e-09,0.0006273788,0.056946136,0.5,0,0.00029293515,0.14222072,0.00029293515
2.0611535e-09,0.6517334,0.00024615138,0.5,1,0.99964195,0.41586006,0.99964195
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00033999185,0.15213713,0.00033999185
2.0611535e-09,0.0006273788,0.009116613,0.5,0,0.00044869963,0.13159288,0.00044869963
2.0611535e-09,0.71231765,0.00024341079,0.5,1,0.9997042,0.44249338,0.9997042
2.0611535e-09,0.0006273788,0.0011144558,0.5,1,0.0046265903,0.1298148,0.0046265903
2.0611535e-09,0.0006273788,0.0008586384,0.5,1,0.00548739,0.12975796,0.00548739
2.0611535e-09,0.008953948,0.10157403,0.5,0,0.00041146707,0.15579763,0.00041146707
1.0,0.69564974,0.0002869334,0.5,1,0.9997715,0.865922,0.9997715
2.0611535e-09,0.0013951841,0.10157403,0.5,0,0.00032202972,0.15247467,0.00032202972
2.0611535e-09,0.0006273788,0.9916888,0.5,1,0.9996797,0.34992242,0.9996797
2.0611535e-09,0.7040516,0.00026690835,0.5,1,0.99945253,0.4388647,0.99945253
2.0611535e-09,0.0006273788,0.9916888,0.5,1,0.0012517185,0.34992242,0.0012517185
2.0611535e-09,0.0068724877,0.102915354,0.5,0,0.00028757963,0.15518063,0.00028757963
2.0611535e-09,0.0006273788,0.9623964,0.5,1,0.9995353,0.34341356,0.9995353
1.0,0.0006273788,3.050195e-06,0.5,1,0.99961543,0.5603143,0.99961543
2.0611535e-09,0.62402487,0.0002472138,0.5,1,0.99964833,0.4036791,0.99964833
2.0611535e-09,0.3303359,7.855399e-05,0.5,0,0.0025587187,0.27453053,0.0025587187
2.0611535e-09,0.000707311,0.095529556,0.5,0,0.0006157225,0.15082915,0.0006157225
2.0611535e-09,0.0006273788,0.10157403,1.0,1,0.0039219153,0.2814285,0.0039219153
2.0611535e-09,0.8000596,0.00017790248,0.5,1,0.9997213,0.4810518,0.9997213
2.0611535e-09,0.017293166,0.10157403,0.5,0,0.00031138884,0.1594637,0.00031138884
2.0611535e-09,0.0033127249,0.046348408,0.5,0,0.0005778688,0.14104639,0.0005778688
2.0611535e-09,0.001305322,0.10157403,0.5,0,0.00064596924,0.15243517,0.00064596924
2.0611535e-09,0.0013951841,0.10157403,0.5,0,0.0009888113,0.15247467,0.0009888113
1.0,0.0006273788,0.0036970975,0.5,1,0.018363954,0.5611351,0.018363954
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0002606768,0.15213713,0.0002606768
2.0611535e-09,0.0006273788,0.003624827,0.5,1,0.019644747,0.13037261,0.019644747
2.0611535e-09,0.051825017,0.112761386,0.5,0,0.0003581985,0.17713039,0.0003581985
2.0611535e-09,0.6517334,0.00028009692,0.5,1,0.9996972,0.41586757,0.9996972
2.0611535e-09,0.0006273788,0.9916888,0.5,1,0.0013005935,0.34992242,0.0013005935
2.0611535e-09,0.9999969,0.00087580644,0.5,1,0.7596636,0.569103,0.7596636
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00034137678,0.15213713,0.00034137678
2.0611535e-09,0.008953948,0.0993938,0.5,0,0.00031574865,0.15531318,0.00031574865
2.0611535e-09,0.008953948,0.09144175,0.5,0,0.00071118027,0.15354621,0.00071118027
2.0611535e-09,0.7362692,0.00021819025,0.5,1,0.9996604,0.4530173,0.9996604
2.0611535e-09,0.77323467,0.00020971448,0.5,1,0.99972147,0.46926612,0.99972147
2.0611535e-09,0.0006273788,0.98752815,0.5,1,0.6313863,0.34899792,0.6313863
2.0611535e-09,0.3303359,0.74321973,0.5,1,0.9997493,0.43965802,0.9997493
1.0,0.025580805,0.0017119772,0.5,1,0.9992599,0.571664,0.9992599
2.0611535e-09,0.72044444,0.00020881339,0.5,1,0.999641,0.4460584,0.999641
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00027797435,0.15213713,0.00027797435
2.0611535e-09,0.0006273788,0.008341852,0.5,1,0.009625922,0.13142073,0.009625922
2.0611535e-09,0.0006273788,0.095529556,1.0,1,0.040870696,0.28008538,0.040870696
1.0,0.7362692,0.00021483365,0.5,1,0.99976516,0.883763,0.99976516
2.0611535e-09,0.051825017,0.0058240583,0.5,1,0.99850893,0.1533687,0.99850893
2.0611535e-09,0.0006273788,0.034510966,0.5,1,0.00091864605,0.13723557,0.00091864605
2.0611535e-09,0.0012212407,0.10157403,0.5,0,0.00025041887,0.1523982,0.00025041887
2.0611535e-09,0.7362692,0.00023095263,0.5,1,0.9997193,0.45302016,0.9997193
2.0611535e-09,0.0006273788,1.0383604e-05,0.5,1,0.49098247,0.12956947,0.49098247
2.0611535e-09,0.7040516,0.00028570037,0.5,1,0.99946344,0.43886885,0.99946344
1.0,0.66966426,0.0002680603,0.5,1,0.99979377,0.8544941,0.99979377
1.0,0.6871152,0.00024828076,0.5,1,0.9997689,0.8621614,0.9997689
2.0611535e-09,0.78017163,0.00019898059,0.5,1,0.99972415,0.47231337,0.99972415
1.0,0.69564974,0.00027460308,0.5,1,0.99979293,0.86591923,0.99979293
2.0611535e-09,0.99999666,3.050195e-06,0.5,1,0.99977016,0.568909,0.99977016
2.0611535e-09,0.8000596,0.00018146184,0.5,1,0.9997736,0.48105258,0.9997736
2.0611535e-09,0.0006273788,0.0005955469,1.0,1,0.0056050187,0.25899085,0.0056050187
1.0,0.69564974,0.00022996012,0.5,1,0.9997784,0.8659093,0.9997784
1.0,0.7515071,0.00020971448,0.5,1,0.999765,0.8904608,0.999765
2.0611535e-09,0.0006273788,0.00010546578,1.0,1,0.007399468,0.25888196,0.007399468
2.0611535e-09,0.0035402926,0.10157403,0.5,0,0.00028467714,0.15341769,0.00028467714
1.0,0.8464034,0.00017516555,0.5,1,0.9997646,0.9321713,0.9997646
2.0611535e-09,0.0006273788,0.01968544,0.5,1,0.0019614242,0.13394131,0.0019614242
2.0611535e-09,0.051825017,0.10157403,0.5,0,0.00035396477,0.17464454,0.00035396477
2.0611535e-09,0.8000596,0.00019423927,0.5,1,0.9997142,0.48105544,0.9997142
2.0611535e-09,0.72044444,0.0002594292,0.5,1,0.9997185,0.44606963,0.9997185
2.0611535e-09,0.0006273788,0.98752815,0.5,1,0.6363506,0.34899792,0.6363506
2.0611535e-09,0.0015938629,0.10157403,0.5,0,0.00031694843,0.152562,0.00031694843
2.0611535e-09,0.99999666,3.050195e-06,0.5,1,0.99973786,0.568909,0.99973786
2.0611535e-09,0.99999666,3.050195e-06,0.5,1,0.9997728,0.568909,0.9997728
2.0611535e-09,0.0006273788,0.003973451,1.0,1,0.0023846892,0.25974143,0.0023846892
2.0611535e-09,0.3303359,0.005231871,0.5,0,0.0007161494,0.27567562,0.0007161494
2.0611535e-09,0.0006273788,0.99223125,0.5,1,0.99955213,0.35004294,0.99955213
2.0611535e-09,0.00067060074,0.10157403,0.5,0,0.0005757202,0.15215611,0.0005757202
2.0611535e-09,0.3303359,0.10157403,0.5,0,0.0015729553,0.29708305,0.0015729553
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003324591,0.15213713,0.0003324591
2.0611535e-09,0.0006273788,0.095529556,0.5,0,0.0005643072,0.15079403,0.0005643072
2.0611535e-09,0.0006273788,0.07692913,0.5,1,0.0014447814,0.14666097,0.0014447814
2.0611535e-09,0.78017163,0.00018961073,0.5,1,0.9996758,0.4723113,0.9996758
2.0611535e-09,0.6871152,0.00026690835,0.5,1,0.99946404,0.43141916,0.99946404
2.0611535e-09,0.000707311,0.095529556,0.5,0,0.0006133875,0.15082915,0.0006133875
2.0611535e-09,0.59548014,0.00027889328,0.5,1,0.999647,0.39113733,0.999647
2.0611535e-09,0.0019460625,0.10157403,0.5,0,0.0005446447,0.15271683,0.0005446447
2.0611535e-09,0.0006273788,0.02113157,0.5,1,0.0019622762,0.13426264,0.0019622762
2.0611535e-09,0.7040516,0.00024236474,0.5,1,0.9996669,0.43885928,0.9996669
2.0611535e-09,0.3303359,0.049973983,0.5,0,0.000702223,0.2856174,0.000702223
2.0611535e-09,0.0056337365,0.10157403,0.5,0,0.00027371594,0.154338,0.00027371594
2.0611535e-09,0.051825017,0.0700699,0.5,0,0.0007519769,0.16764426,0.0007519769
2.0611535e-09,0.0006273788,0.0018850636,1.0,0,0.031893663,0.25927737,0.031893663
2.0611535e-09,0.0006273788,0.002782401,1.0,1,0.0025771428,0.25947678,0.0025771428
2.0611535e-09,0.786955,0.00018669387,0.5,1,0.9995376,0.47529274,0.9995376
2.0611535e-09,0.0006273788,0.02258617,0.5,1,0.0008915288,0.13458586,0.0008915288
2.0611535e-09,0.027296184,0.0015749474,0.5,1,0.011272524,0.14164121,0.011272524
2.0611535e-09,0.0015938629,0.059593007,0.5,0,0.00037663983,0.14323375,0.00037663983
1.0,0.0006273788,0.10157403,0.5,1,0.95940953,0.58288354,0.95940953
2.0611535e-09,0.001305322,0.10157403,0.5,0,0.00032000133,0.15243517,0.00032000133
2.0611535e-09,0.0006273788,0.08751192,0.5,0,0.0003571439,0.14901249,0.0003571439
2.0611535e-09,0.99999666,3.050195e-06,0.5,1,0.9997728,0.568909,0.9997728
2.0611535e-09,0.75890154,0.00022007756,0.5,1,0.99946547,0.46296737,0.99946547
1.0,0.0006273788,0.0011918236,0.5,1,0.9745152,0.5605784,0.9745152
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00037293692,0.15213713,0.00037293692
2.0611535e-09,0.0012212407,0.10157403,0.5,0,0.00031192412,0.1523982,0.00031192412
2.0611535e-09,0.0006273788,0.9894454,0.5,1,0.56593144,0.34942394,0.56593144
2.0611535e-09,0.0006273788,0.2437384,0.5,1,0.31489727,0.18372633,0.31489727
2.0611535e-09,0.0009356501,0.10157403,0.5,0,0.00033116233,0.15227264,0.00033116233
2.0611535e-09,0.0006273788,0.0150391385,0.5,0,0.0003486566,0.1329089,0.0003486566
2.0611535e-09,0.0006273788,0.43863928,0.5,0,0.0016859774,0.22703369,0.0016859774
2.0611535e-09,0.0006273788,0.99223125,0.5,1,0.9996894,0.35004294,0.9996894
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003251883,0.15213713,0.0003251883
2.0611535e-09,0.3303359,0.23728673,0.5,0,0.001312696,0.32723868,0.001312696
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00032734693,0.15213713,0.00032734693
2.0611535e-09,0.0006273788,0.99223125,0.5,1,0.0012712206,0.35004294,0.0012712206
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00030784478,0.15213713,0.00030784478
2.0611535e-09,0.0015938629,0.10157403,0.5,0,0.00024706536,0.152562,0.00024706536
2.0611535e-09,0.0006273788,0.10392928,0.5,0,0.07082829,0.15266046,0.07082829
2.0611535e-09,0.786955,0.00019042911,0.5,1,0.9996953,0.47529358,0.9996953
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00028024634,0.15213713,0.00028024634
2.0611535e-09,0.017293166,0.1321957,1.0,1,0.9824585,0.29555926,0.9824585
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00032297353,0.15213713,0.00032297353
1.0,0.6607564,0.00021152866,0.5,1,0.99978626,0.85056555,0.99978626
2.0611535e-09,0.0007661757,0.095529556,0.5,0,0.0005964753,0.15085503,0.0005964753
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00032152652,0.15213713,0.00032152652
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.19648321,0.15213713,0.19648321
2.0611535e-09,0.3303359,0.0002753135,0.5,1,0.57412934,0.27457428,0.57412934
2.0611535e-09,0.0006273788,0.09702865,0.5,1,0.010937955,0.15112713,0.010937955
2.0611535e-09,0.00271386,0.10157403,1.0,0,0.0015682421,0.28234574,0.0015682421
2.0611535e-09,0.72044444,0.00023557316,0.5,1,0.9993072,0.44606432,0.9993072
2.0611535e-09,0.051825017,0.41086236,0.5,1,0.9993151,0.24336903,0.9993151
2.0611535e-09,0.0006273788,0.10157403,0.5,1,0.008331466,0.15213713,0.008331466
2.0611535e-09,0.0006273788,0.10392928,0.5,0,0.3203187,0.15266046,0.3203187
2.0611535e-09,0.0006273788,0.99223125,0.5,1,0.9771902,0.35004294,0.9771902
2.0611535e-09,0.3303359,0.0050303107,0.5,1,0.012432489,0.27563083,0.012432489
2.0611535e-09,0.3303359,0.0014695242,0.5,0,0.00078264327,0.27483964,0.00078264327
2.0611535e-09,0.00067060074,0.095529556,0.5,0,0.0005606718,0.15081303,0.0005606718
0.9999993,0.0006273788,0.10157403,0.5,1,0.015575769,0.58288324,0.015575769
2.0611535e-09,0.6607564,0.0002472138,0.5,1,0.9996461,0.41982698,0.9996461
1.0,0.67845213,0.00024132343,0.5,1,0.99977106,0.85835147,0.99977106
2.0611535e-09,0.0014912232,0.027308308,0.5,0,0.0006419901,0.13601488,0.0006419901
2.0611535e-09,0.0006273788,1.1019538e-05,1.0,1,0.013547494,0.25886098,0.013547494
1.0,0.8000596,0.00018589152,0.5,1,0.99976206,0.91179997,0.99976206
1.0,0.8000596,0.00018589152,0.5,1,0.99978405,0.91179997,0.99978405
2.0611535e-09,0.0023759017,0.10157403,0.5,0,0.00029501796,0.1529058,0.00029501796
2.0611535e-09,0.3303359,0.060168367,0.5,0,0.0007251053,0.28788263,0.0007251053
2.0611535e-09,0.3303359,0.010609705,0.5,0,0.0007366663,0.2768706,0.0007366663
2.0611535e-09,0.0006273788,0.0049321083,0.5,1,0.0011572925,0.13066308,0.0011572925
2.0611535e-09,0.3303359,0.10157403,0.5,0,0.0015691157,0.29708305,0.0015691157
1.0,0.7040516,0.00025543835,0.5,1,0.9997714,0.86960864,0.9997714
2.0611535e-09,0.99999666,3.3303443e-06,0.5,1,0.9997618,0.56890905,0.9997618
1.0,0.051825017,3.9163544e-05,0.5,1,0.9990543,0.5828297,0.9990543
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00027293706,0.15213713,0.00027293706
2.0611535e-09,0.0006273788,1.629369e-05,1.0,1,0.0061556958,0.25886214,0.0061556958
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00038037688,0.15213713,0.00038037688
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003325353,0.15213713,0.0003325353
2.0611535e-09,0.0006273788,0.17136899,0.5,1,0.0011854218,0.1676457,0.0011854218
2.0611535e-09,0.0006273788,0.017756365,0.5,0,0.00037404164,0.13351266,0.00037404164
2.0611535e-09,0.66966426,0.0002565408,0.5,1,0.99967706,0.42374507,0.99967706
2.0611535e-09,0.7040516,0.00026690835,0.5,1,0.9997949,0.4388647,0.9997949
1.0,0.72044444,0.0002722483,0.5,1,0.9997676,0.8768189,0.9997676
2.0611535e-09,0.0006273788,0.0016385083,1.0,1,0.006907229,0.2592226,0.006907229
2.0611535e-09,0.27421665,0.036932938,0.5,0,0.00072988204,0.2580486,0.00072988204
2.0611535e-09,0.00271386,0.10157403,0.5,0,0.0002511912,0.15305437,0.0002511912
2.0611535e-09,0.0006273788,0.4762517,0.5,1,0.9996912,0.23539124,0.9996912
2.0611535e-09,0.7362692,0.00024341079,0.5,1,0.9994318,0.45302293,0.9994318
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00037291952,0.15213713,0.00037291952
1.0,0.66966426,0.00027889328,0.5,1,0.9997713,0.8544964,0.9997713
2.0611535e-09,0.0006273788,1.4195749e-05,0.5,1,0.9991348,0.12957032,0.9991348
2.0611535e-09,0.59548014,0.0002914162,0.5,1,0.99964124,0.39114016,0.99964124
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.3134202,0.15213713,0.3134202
2.0611535e-09,0.22443604,0.00029596896,0.5,1,0.03499545,0.22802335,0.03499545
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00028511696,0.15213713,0.00028511696
2.0611535e-09,0.59548014,0.0002914162,0.5,1,0.99975723,0.39114016,0.99975723
2.0611535e-09,0.67845213,0.00029267385,0.5,1,0.99969333,0.42761642,0.99969333
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0014599556,0.15213713,0.0014599556
2.0611535e-09,0.0006273788,0.18550749,0.5,1,0.0017600114,0.1707873,0.0017600114
2.0611535e-09,0.0006273788,0.11529997,0.5,1,0.36813775,0.15518706,0.36813775
1.0,0.3303359,0.0017537009,0.5,1,0.9995476,0.7056492,0.9995476
1.0,0.7040516,0.00026054887,0.5,1,0.9997271,0.8696098,0.9997271
2.0611535e-09,0.0010000889,0.10157403,0.5,0,0.00032665292,0.15230097,0.00032665292
2.0611535e-09,0.0006273788,1.25720435e-05,1.0,1,0.0072723036,0.25886133,0.0072723036
2.0611535e-09,0.81856674,0.00017790248,0.5,1,0.9997078,0.4891879,0.9997078
2.0611535e-09,0.001305322,0.0025555175,0.5,0,0.0006362444,0.13043304,0.0006362444
1.0,0.0006273788,5.1638617e-05,0.5,1,0.94639254,0.5603251,0.94639254
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00034655535,0.15213713,0.00034655535
2.0611535e-09,0.99982077,0.00022603272,0.5,1,0.99678713,0.56888115,0.99678713
2.0611535e-09,0.0006273788,0.00087580644,0.5,1,0.013020598,0.12976177,0.013020598
2.0611535e-09,0.0012212407,0.10157403,0.5,0,0.00034055614,0.1523982,0.00034055614
2.0611535e-09,0.0006273788,0.059593007,0.5,0,0.00026026036,0.14280885,0.00026026036
2.0611535e-09,0.0006273788,0.10231412,0.5,0,0.22614917,0.15230156,0.22614917
2.0611535e-09,1.0,0.0003181736,0.5,1,0.99767774,0.56898046,0.99767774
2.0611535e-09,0.017293166,0.10157403,0.5,0,0.00029918837,0.1594637,0.00029918837
