syn_flood_consensus,service_sweep_dispersion,low_entropy_repetition,auth_compromise_pattern,y_true,neural_meta,symbolic_raw,clafpp_final
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003121068,0.15213713,0.0003121068
2.0611535e-09,0.9999999,0.0015008813,0.5,1,0.99029464,0.5692432,0.99029464
2.0611535e-09,0.59548014,0.00024236474,0.5,1,0.9996516,0.39112926,0.9996516
1.0,0.78017163,0.00019812543,0.5,1,0.9996957,0.9030597,0.9996957
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003072784,0.15213713,0.0003072784
2.0611535e-09,0.7040516,0.00024828076,0.5,1,0.99972934,0.43886057,0.99972934
2.0611535e-09,0.3303359,0.005960298,0.5,0,0.0014146538,0.27583748,0.0014146538
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00029194413,0.15213713,0.00029194413
2.0611535e-09,0.0019460625,0.0972553,0.5,0,0.0002857108,0.1517572,0.0002857108
2.0611535e-09,0.78017163,0.00019898059,0.5,1,0.9997014,0.47231337,0.9997014
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00025940963,0.15213713,0.00025940963
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00025310987,0.15213713,0.00025310987
2.0611535e-09,0.0006273788,0.001062023,0.5,1,0.002642297,0.12980315,0.002642297
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00031231382,0.15213713,0.00031231382
2.0611535e-09,0.0012212407,0.106623694,0.5,0,0.00029670255,0.15352024,0.00029670255
2.0611535e-09,0.6871152,0.00029267385,0.5,1,0.99969757,0.43142486,0.99969757
2.0611535e-09,0.77323467,0.00020471742,0.5,1,0.99971586,0.469265,0.99971586
2.0611535e-09,0.0006273788,0.33223274,0.5,1,0.9996137,0.20338994,0.9996137
2.0611535e-09,0.0006273788,0.09310123,0.5,0,0.0003967721,0.15025444,0.0003967721
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003100641,0.15213713,0.0003100641
2.0611535e-09,0.0078450255,0.10157403,0.5,0,0.00033085526,0.15531014,0.00033085526
2.0611535e-09,0.23625308,0.0006626434,0.5,1,0.9981769,0.23329978,0.9981769
2.0611535e-09,1.0,0.0008971696,0.5,1,0.40848303,0.56910914,0.40848303
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00031071826,0.15213713,0.00031071826
2.0611535e-09,0.0006273788,0.16581476,0.5,0,0.0008195053,0.16641153,0.0008195053
2.0611535e-09,0.0014912232,0.10157403,0.5,0,0.00028160776,0.15251689,0.00028160776
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00030824702,0.15213713,0.00030824702
2.0611535e-09,0.7362692,0.0002038378,0.5,1,0.9997172,0.45301417,0.9997172
2.0611535e-09,0.0006273788,0.00030189013,0.5,1,0.012376542,0.12963425,0.012376542
2.0611535e-09,0.0006273788,0.095529556,0.5,1,0.0014351461,0.15079403,0.0014351461
2.0611535e-09,0.0006273788,0.00024870865,0.5,0,0.004404717,0.12962243,0.004404717
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00024266452,0.15213713,0.00024266452
2.0611535e-09,0.008953948,0.09346557,0.5,0,0.0006729314,0.15399592,0.0006729314
1.0,0.0006273788,3.050195e-06,0.5,1,0.99959755,0.5603143,0.99959755
2.0611535e-09,0.7284291,0.00021913176,0.5,1,0.99940914,0.4495709,0.99940914
2.8851193e-08,0.99999666,3.050195e-06,0.5,1,0.99969226,0.568909,0.99969226
2.0611535e-09,0.0006273788,0.0011694741,1.0,1,0.0013352487,0.25911838,0.0013352487
2.0611535e-09,0.77323467,0.00020471742,0.5,1,0.9997202,0.469265,0.9997202
2.0611535e-09,0.61459464,0.0002657616,0.5,1,0.9996214,0.39953753,0.9996214
2.0611535e-09,0.0006273788,0.0007432381,0.5,0,0.0006428776,0.12973231,0.0006428776
2.0611535e-09,0.7439626,0.00023658968,0.5,1,0.99972045,0.45640352,0.99972045
2.0611535e-09,0.0006273788,0.00045681666,1.0,1,0.040241357,0.25896,0.040241357
2.0611535e-09,0.0006273788,0.056946136,0.5,0,0.00027264352,0.14222072,0.00027264352
2.0611535e-09,0.6517334,0.00024615138,0.5,1,0.99968463,0.41586006,0.99968463
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0002965198,0.15213713,0.0002965198
2.0611535e-09,0.0006273788,0.009116613,0.5,0,0.00042274065,0.13159288,0.00042274065
2.0611535e-09,0.71231765,0.00024341079,0.5,1,0.999729,0.44249338,0.999729
2.0611535e-09,0.0006273788,0.0011144558,0.5,1,0.0025173272,0.1298148,0.0025173272
2.0611535e-09,0.0006273788,0.0008586384,0.5,1,0.0029969024,0.12975796,0.0029969024
2.0611535e-09,0.008953948,0.10157403,0.5,0,0.00036543127,0.15579763,0.00036543127
1.0,0.69564974,0.0002869334,0.5,1,0.999731,0.865922,0.999731
2.0611535e-09,0.0013951841,0.10157403,0.5,0,0.00029776891,0.15247467,0.00029776891
2.0611535e-09,0.0006273788,0.9916888,0.5,1,0.99969757,0.34992242,0.99969757
2.0611535e-09,0.7040516,0.00026690835,0.5,1,0.9997113,0.4388647,0.9997113
2.0611535e-09,0.0006273788,0.9916888,0.5,1,0.0012156942,0.34992242,0.0012156942
2.0611535e-09,0.0068724877,0.102915354,0.5,0,0.0003417266,0.15518063,0.0003417266
2.0611535e-09,0.0006273788,0.9623964,0.5,1,0.99911654,0.34341356,0.99911654
1.0,0.0006273788,3.050195e-06,0.5,1,0.99957263,0.5603143,0.99957263
2.0611535e-09,0.62402487,0.0002472138,0.5,1,0.9996952,0.4036791,0.9996952
2.0611535e-09,0.3303359,7.855399e-05,0.5,0,0.003134053,0.27453053,0.003134053
2.0611535e-09,0.000707311,0.095529556,0.5,0,0.0005547418,0.15082915,0.0005547418
2.0611535e-09,0.0006273788,0.10157403,1.0,1,0.0024096349,0.2814285,0.0024096349
2.0611535e-09,0.8000596,0.00017790248,0.5,1,0.9997129,0.4810518,0.9997129
2.0611535e-09,0.017293166,0.10157403,0.5,0,0.00031897606,0.1594637,0.00031897606
2.0611535e-09,0.0033127249,0.046348408,0.5,0,0.00060035655,0.14104639,0.00060035655
2.0611535e-09,0.001305322,0.10157403,0.5,0,0.0006042853,0.15243517,0.0006042853
2.0611535e-09,0.0013951841,0.10157403,0.5,0,0.0008835936,0.15247467,0.0008835936
1.0,0.0006273788,0.0036970975,0.5,1,0.4084396,0.5611351,0.4084396
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00024403076,0.15213713,0.00024403076
2.0611535e-09,0.0006273788,0.003624827,0.5,1,0.017666183,0.13037261,0.017666183
2.0611535e-09,0.051825017,0.112761386,0.5,0,0.0003654633,0.17713039,0.0003654633
2.0611535e-09,0.6517334,0.00028009692,0.5,1,0.999732,0.41586757,0.999732
2.0611535e-09,0.0006273788,0.9916888,0.5,1,0.0012611912,0.34992242,0.0012611912
2.0611535e-09,0.9999969,0.00087580644,0.5,1,0.60598004,0.569103,0.60598004
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00030690178,0.15213713,0.00030690178
2.0611535e-09,0.008953948,0.0993938,0.5,0,0.00037265025,0.15531318,0.00037265025
2.0611535e-09,0.008953948,0.09144175,0.5,0,0.0006705373,0.15354621,0.0006705373
2.0611535e-09,0.7362692,0.00021819025,0.5,1,0.9997284,0.4530173,0.9997284
2.0611535e-09,0.77323467,0.00020971448,0.5,1,0.9997022,0.46926612,0.9997022
2.0611535e-09,0.0006273788,0.98752815,0.5,1,0.81503123,0.34899792,0.81503123
2.0611535e-09,0.3303359,0.74321973,0.5,1,0.99952346,0.43965802,0.99952346
1.0,0.025580805,0.0017119772,0.5,1,0.99947083,0.571664,0.99947083
2.0611535e-09,0.72044444,0.00020881339,0.5,1,0.99971455,0.4460584,0.99971455
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00024816144,0.15213713,0.00024816144
2.0611535e-09,0.0006273788,0.008341852,0.5,1,0.008891681,0.13142073,0.008891681
2.0611535e-09,0.0006273788,0.095529556,1.0,1,0.20187542,0.28008538,0.20187542
1.0,0.7362692,0.00021483365,0.5,1,0.9997326,0.883763,0.9997326
2.0611535e-09,0.051825017,0.0058240583,0.5,1,0.9978169,0.1533687,0.9978169
2.0611535e-09,0.0006273788,0.034510966,0.5,1,0.00091048353,0.13723557,0.00091048353
2.0611535e-09,0.0012212407,0.10157403,0.5,0,0.00026097277,0.1523982,0.00026097277
2.0611535e-09,0.7362692,0.00023095263,0.5,1,0.9997046,0.45302016,0.9997046
2.0611535e-09,0.0006273788,1.0383604e-05,0.5,1,0.43113306,0.12956947,0.43113306
2.0611535e-09,0.7040516,0.00028570037,0.5,1,0.99970883,0.43886885,0.99970883
1.0,0.66966426,0.0002680603,0.5,1,0.9996376,0.8544941,0.9996376
1.0,0.6871152,0.00024828076,0.5,1,0.9997252,0.8621614,0.9997252
2.0611535e-09,0.78017163,0.00019898059,0.5,1,0.9996901,0.47231337,0.9996901
1.0,0.69564974,0.00027460308,0.5,1,0.9997037,0.86591923,0.9997037
2.0611535e-09,0.99999666,3.050195e-06,0.5,1,0.99968547,0.568909,0.99968547
2.0611535e-09,0.8000596,0.00018146184,0.5,1,0.9996849,0.48105258,0.9996849
2.0611535e-09,0.0006273788,0.0005955469,1.0,1,0.0040018484,0.25899085,0.0040018484
1.0,0.69564974,0.00022996012,0.5,1,0.9997293,0.8659093,0.9997293
1.0,0.7515071,0.00020971448,0.5,1,0.999731,0.8904608,0.999731
2.0611535e-09,0.0006273788,0.00010546578,1.0,1,0.0068574306,0.25888196,0.0068574306
2.0611535e-09,0.0035402926,0.10157403,0.5,0,0.0002980549,0.15341769,0.0002980549
1.0,0.8464034,0.00017516555,0.5,1,0.9997103,0.9321713,0.9997103
2.0611535e-09,0.0006273788,0.01968544,0.5,1,0.0018608322,0.13394131,0.0018608322
2.0611535e-09,0.051825017,0.10157403,0.5,0,0.0003974359,0.17464454,0.0003974359
2.0611535e-09,0.8000596,0.00019423927,0.5,1,0.999703,0.48105544,0.999703
2.0611535e-09,0.72044444,0.0002594292,0.5,1,0.99970305,0.44606963,0.99970305
2.0611535e-09,0.0006273788,0.98752815,0.5,1,0.81698084,0.34899792,0.81698084
2.0611535e-09,0.0015938629,0.10157403,0.5,0,0.00029860053,0.152562,0.00029860053
2.0611535e-09,0.99999666,3.050195e-06,0.5,1,0.99972075,0.568909,0.99972075
2.0611535e-09,0.99999666,3.050195e-06,0.5,1,0.9996744,0.568909,0.9996744
2.0611535e-09,0.0006273788,0.003973451,1.0,1,0.0033216325,0.25974143,0.0033216325
2.0611535e-09,0.3303359,0.005231871,0.5,0,0.0006335812,0.27567562,0.0006335812
2.0611535e-09,0.0006273788,0.99223125,0.5,1,0.9994775,0.35004294,0.9994775
2.0611535e-09,0.00067060074,0.10157403,0.5,0,0.00053565967,0.15215611,0.00053565967
2.0611535e-09,0.3303359,0.10157403,0.5,0,0.0012655198,0.29708305,0.0012655198
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003076476,0.15213713,0.0003076476
2.0611535e-09,0.0006273788,0.095529556,0.5,0,0.00051124825,0.15079403,0.00051124825
2.0611535e-09,0.0006273788,0.07692913,0.5,1,0.0014520679,0.14666097,0.0014520679
2.0611535e-09,0.78017163,0.00018961073,0.5,1,0.9997285,0.4723113,0.9997285
2.0611535e-09,0.6871152,0.00026690835,0.5,1,0.99973136,0.43141916,0.99973136
2.0611535e-09,0.000707311,0.095529556,0.5,0,0.00055127294,0.15082915,0.00055127294
2.0611535e-09,0.59548014,0.00027889328,0.5,1,0.9996694,0.39113733,0.9996694
2.0611535e-09,0.0019460625,0.10157403,0.5,0,0.00030618135,0.15271683,0.00030618135
2.0611535e-09,0.0006273788,0.02113157,0.5,1,0.0018742809,0.13426264,0.0018742809
2.0611535e-09,0.7040516,0.00024236474,0.5,1,0.99928516,0.43885928,0.99928516
2.0611535e-09,0.3303359,0.049973983,0.5,0,0.00063870044,0.2856174,0.00063870044
2.0611535e-09,0.0056337365,0.10157403,0.5,0,0.00031345882,0.154338,0.00031345882
2.0611535e-09,0.051825017,0.0700699,0.5,0,0.0007414869,0.16764426,0.0007414869
2.0611535e-09,0.0006273788,0.0018850636,1.0,0,0.02767959,0.25927737,0.02767959
2.0611535e-09,0.0006273788,0.002782401,1.0,1,0.0017936104,0.25947678,0.0017936104
2.0611535e-09,0.786955,0.00018669387,0.5,1,0.99973226,0.47529274,0.99973226
2.0611535e-09,0.0006273788,0.02258617,0.5,1,0.00096289633,0.13458586,0.00096289633
2.0611535e-09,0.027296184,0.0015749474,0.5,1,0.013238986,0.14164121,0.013238986
2.0611535e-09,0.0015938629,0.059593007,0.5,0,0.00030706142,0.14323375,0.00030706142
1.0,0.0006273788,0.10157403,0.5,1,0.9168018,0.58288354,0.9168018
2.0611535e-09,0.001305322,0.10157403,0.5,0,0.00029654874,0.15243517,0.00029654874
2.0611535e-09,0.0006273788,0.08751192,0.5,0,0.00030199357,0.14901249,0.00030199357
2.0611535e-09,0.99999666,3.050195e-06,0.5,1,0.99967945,0.568909,0.99967945
2.0611535e-09,0.75890154,0.00022007756,0.5,1,0.9997254,0.46296737,0.9997254
1.0,0.0006273788,0.0011918236,0.5,1,0.9744267,0.5605784,0.9744267
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00031013697,0.15213713,0.00031013697
2.0611535e-09,0.0012212407,0.10157403,0.5,0,0.00028985742,0.1523982,0.00028985742
2.0611535e-09,0.0006273788,0.9894454,0.5,1,0.8459447,0.34942394,0.8459447
2.0611535e-09,0.0006273788,0.2437384,0.5,1,0.35796177,0.18372633,0.35796177
2.0611535e-09,0.0009356501,0.10157403,0.5,0,0.00029478423,0.15227264,0.00029478423
2.0611535e-09,0.0006273788,0.0150391385,0.5,0,0.00037879343,0.1329089,0.00037879343
2.0611535e-09,0.0006273788,0.43863928,0.5,0,0.0015482155,0.22703369,0.0015482155
2.0611535e-09,0.0006273788,0.99223125,0.5,1,0.9997284,0.35004294,0.9997284
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00031003778,0.15213713,0.00031003778
2.0611535e-09,0.3303359,0.23728673,0.5,0,0.00091676135,0.32723868,0.00091676135
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00031162484,0.15213713,0.00031162484
2.0611535e-09,0.0006273788,0.99223125,0.5,1,0.0012343121,0.35004294,0.0012343121
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00027398783,0.15213713,0.00027398783
2.0611535e-09,0.0015938629,0.10157403,0.5,0,0.00025657276,0.152562,0.00025657276
2.0611535e-09,0.0006273788,0.10392928,0.5,0,0.05010587,0.15266046,0.05010587
2.0611535e-09,0.786955,0.00019042911,0.5,1,0.9997216,0.47529358,0.9997216
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00025507036,0.15213713,0.00025507036
2.0611535e-09,0.017293166,0.1321957,1.0,1,0.9843719,0.29555926,0.9843719
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00031859986,0.15213713,0.00031859986
1.0,0.6607564,0.00021152866,0.5,1,0.99959314,0.85056555,0.99959314
2.0611535e-09,0.0007661757,0.095529556,0.5,0,0.00053402246,0.15085503,0.00053402246
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003175909,0.15213713,0.0003175909
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.056120444,0.15213713,0.056120444
2.0611535e-09,0.3303359,0.0002753135,0.5,1,0.57463056,0.27457428,0.57463056
2.0611535e-09,0.0006273788,0.09702865,0.5,1,0.011302154,0.15112713,0.011302154
2.0611535e-09,0.00271386,0.10157403,1.0,0,0.00088107615,0.28234574,0.00088107615
2.0611535e-09,0.72044444,0.00023557316,0.5,1,0.9997317,0.44606432,0.9997317
2.0611535e-09,0.051825017,0.41086236,0.5,1,0.99964195,0.24336903,0.99964195
2.0611535e-09,0.0006273788,0.10157403,0.5,1,0.0026022783,0.15213713,0.0026022783
2.0611535e-09,0.0006273788,0.10392928,0.5,0,0.007743611,0.15266046,0.007743611
2.0611535e-09,0.0006273788,0.99223125,0.5,1,0.99640983,0.35004294,0.99640983
2.0611535e-09,0.3303359,0.0050303107,0.5,1,0.00813747,0.27563083,0.00813747
2.0611535e-09,0.3303359,0.0014695242,0.5,0,0.0006513719,0.27483964,0.0006513719
2.0611535e-09,0.00067060074,0.095529556,0.5,0,0.00050364976,0.15081303,0.00050364976
0.9999993,0.0006273788,0.10157403,0.5,1,0.38030398,0.58288324,0.38030398
2.0611535e-09,0.6607564,0.0002472138,0.5,1,0.99967456,0.41982698,0.99967456
1.0,0.67845213,0.00024132343,0.5,1,0.999647,0.85835147,0.999647
2.0611535e-09,0.0014912232,0.027308308,0.5,0,0.00061824656,0.13601488,0.00061824656
2.0611535e-09,0.0006273788,1.1019538e-05,1.0,1,0.0034229308,0.25886098,0.0034229308
1.0,0.8000596,0.00018589152,0.5,1,0.9997248,0.91179997,0.9997248
1.0,0.8000596,0.00018589152,0.5,1,0.99972296,0.91179997,0.99972296
2.0611535e-09,0.0023759017,0.10157403,0.5,0,0.0002901359,0.1529058,0.0002901359
2.0611535e-09,0.3303359,0.060168367,0.5,0,0.0006470528,0.28788263,0.0006470528
2.0611535e-09,0.3303359,0.010609705,0.5,0,0.0006184188,0.2768706,0.0006184188
2.0611535e-09,0.0006273788,0.0049321083,0.5,1,0.0010352053,0.13066308,0.0010352053
2.0611535e-09,0.3303359,0.10157403,0.5,0,0.0012560249,0.29708305,0.0012560249
1.0,0.7040516,0.00025543835,0.5,1,0.9996964,0.86960864,0.9996964
2.0611535e-09,0.99999666,3.3303443e-06,0.5,1,0.9996927,0.56890905,0.9996927
1.0,0.051825017,3.9163544e-05,0.5,1,0.998747,0.5828297,0.998747
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00024365803,0.15213713,0.00024365803
2.0611535e-09,0.0006273788,1.629369e-05,1.0,1,0.0031034814,0.25886214,0.0031034814
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003114103,0.15213713,0.0003114103
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0003076457,0.15213713,0.0003076457
2.0611535e-09,0.0006273788,0.17136899,0.5,1,0.0011276514,0.1676457,0.0011276514
2.0611535e-09,0.0006273788,0.017756365,0.5,0,0.0004245514,0.13351266,0.0004245514
2.0611535e-09,0.66966426,0.0002565408,0.5,1,0.9997158,0.42374507,0.9997158
2.0611535e-09,0.7040516,0.00026690835,0.5,1,0.99946123,0.4388647,0.99946123
1.0,0.72044444,0.0002722483,0.5,1,0.9997239,0.8768189,0.9997239
2.0611535e-09,0.0006273788,0.0016385083,1.0,1,0.0014121789,0.2592226,0.0014121789
2.0611535e-09,0.27421665,0.036932938,0.5,0,0.0007453499,0.2580486,0.0007453499
2.0611535e-09,0.00271386,0.10157403,0.5,0,0.00027119467,0.15305437,0.00027119467
2.0611535e-09,0.0006273788,0.4762517,0.5,1,0.9996706,0.23539124,0.9996706
2.0611535e-09,0.7362692,0.00024341079,0.5,1,0.99973,0.45302293,0.99973
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00031013318,0.15213713,0.00031013318
1.0,0.66966426,0.00027889328,0.5,1,0.99972385,0.8544964,0.99972385
2.0611535e-09,0.0006273788,1.4195749e-05,0.5,1,0.99872243,0.12957032,0.99872243
2.0611535e-09,0.59548014,0.0002914162,0.5,1,0.99967545,0.39114016,0.99967545
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.007707679,0.15213713,0.007707679
2.0611535e-09,0.22443604,0.00029596896,0.5,1,0.021024486,0.22802335,0.021024486
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00024902826,0.15213713,0.00024902826
2.0611535e-09,0.59548014,0.0002914162,0.5,1,0.9995899,0.39114016,0.9995899
2.0611535e-09,0.67845213,0.00029267385,0.5,1,0.9997325,0.42761642,0.9997325
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.0015281362,0.15213713,0.0015281362
2.0611535e-09,0.0006273788,0.18550749,0.5,1,0.0015942812,0.1707873,0.0015942812
2.0611535e-09,0.0006273788,0.11529997,0.5,1,0.22233173,0.15518706,0.22233173
1.0,0.3303359,0.0017537009,0.5,1,0.99950606,0.7056492,0.99950606
1.0,0.7040516,0.00026054887,0.5,1,0.9997085,0.8696098,0.9997085
2.0611535e-09,0.0010000889,0.10157403,0.5,0,0.00030812816,0.15230097,0.00030812816
2.0611535e-09,0.0006273788,1.25720435e-05,1.0,1,0.0034792193,0.25886133,0.0034792193
2.0611535e-09,0.81856674,0.00017790248,0.5,1,0.99971217,0.4891879,0.99971217
2.0611535e-09,0.001305322,0.0025555175,0.5,0,0.00058199407,0.13043304,0.00058199407
1.0,0.0006273788,5.1638617e-05,0.5,1,0.924919,0.5603251,0.924919
2.0611535e-09,0.0006273788,0.10157403,0.5,0,0.00030472022,0.15213713,0.00030472022
2.0611535e-09,0.99982077,0.00022603272,0.5,1,0.99684423,0.56888115,0.99684423
2.0611535e-09,0.0006273788,0.00087580644,0.5,1,0.012823129,0.12976177,0.012823129
2.0611535e-09,0.0012212407,0.10157403,0.5,0,0.00029020853,0.1523982,0.00029020853
2.0611535e-09,0.0006273788,0.059593007,0.5,0,0.00025540814,0.14280885,0.00025540814
2.0611535e-09,0.0006273788,0.10231412,0.5,0,0.008067389,0.15230156,0.008067389
2.0611535e-09,1.0,0.0003181736,0.5,1,0.995548,0.56898046,0.995548
2.0611535e-09,0.017293166,0.10157403,0.5,0,0.00032407432,0.1594637,0.00032407432
