mqtt_anomaly,ddos_flag_storm,http_injection,recon_dns_arp,y_true,neural_meta,symbolic_raw,clafpp_final
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044909475,0.5897363,0.00044909475
2.0611535e-09,0.067546695,0.5,0.5,0,0.0004499468,0.4911412,0.0004499468
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044619033,0.5897363,0.00044619033
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045068696,0.5897363,0.00045068696
2.0611535e-09,0.067546695,0.5,0.5,0,0.00044369925,0.4911412,0.00044369925
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044605328,0.5897363,0.00044605328
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004453192,0.5897363,0.0004453192
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044448773,0.5897363,0.00044448773
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004536206,0.5897363,0.0004536206
2.0611535e-09,0.2689414,2.0611535e-09,0.5,1,0.9976565,0.36079746,0.9976565
2.0611535e-09,0.24508499,0.5,0.5,0,0.0005555851,0.5897363,0.0005555851
0.5,0.4687906,0.5,0.5,0,0.0004363273,0.92525464,0.0004363273
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045037776,0.5897363,0.00045037776
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004487112,0.5897363,0.0004487112
2.0611535e-09,0.4687906,2.0611535e-09,0.5,1,0.9978615,0.47178277,0.9978615
2.0611535e-09,0.6830779,0.5,0.5,1,0.9974778,0.8329734,0.9974778
2.0611535e-09,0.04208773,0.5,0.5,1,0.997225,0.47700268,0.997225
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044907845,0.5897363,0.00044907845
0.5,0.4687906,0.5,0.5,0,0.00043493486,0.92525464,0.00043493486
2.0611535e-09,0.4687906,0.5,0.5,0,0.00043866932,0.71397007,0.00043866932
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004471153,0.5897363,0.0004471153
2.0611535e-09,0.4687906,0.5,0.5,0,0.00045206735,0.71397007,0.00045206735
2.0611535e-09,0.4687906,0.5,0.5,0,0.00046146722,0.71397007,0.00046146722
2.0611535e-09,0.29421493,0.5,0.5,0,0.00044632304,0.6170203,0.00044632304
2.0611535e-09,0.24508499,2.0611535e-09,0.5,1,0.99791396,0.34754893,0.99791396
2.0611535e-09,0.7281449,0.5,0.5,1,0.9974567,0.8580012,0.9974567
0.5,0.4687906,0.5,0.5,0,0.00042475364,0.92525464,0.00042475364
2.0611535e-09,0.2072559,0.5,0.5,1,0.9974528,0.568728,0.9974528
2.0611535e-09,0.76428264,0.5,0.5,1,0.9974444,0.8780702,0.9974444
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004566598,0.5897363,0.0004566598
2.0611535e-09,0.4687906,1.0,0.5,1,0.9975642,0.9561574,0.9975642
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044726132,0.71397007,0.00044726132
2.0611535e-09,0.24508499,2.0611535e-09,0.5,1,0.9973224,0.34754893,0.9973224
2.0611535e-09,0.8547726,0.5,0.5,1,0.9974209,0.9283233,0.9974209
2.0611535e-09,0.24508499,0.5,0.5,1,0.9535518,0.5897363,0.9535518
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044443368,0.71397007,0.00044443368
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045060442,0.4911412,0.00045060442
2.0611535e-09,0.24508499,2.0611535e-09,0.5,1,0.99750954,0.34754893,0.99750954
2.0611535e-09,0.4687906,0.5,0.5,0,0.0004483573,0.71397007,0.0004483573
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045089278,0.5897363,0.00045089278
2.0611535e-09,0.4687906,0.5,0.5,0,0.00075869664,0.71397007,0.00075869664
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044791214,0.71397007,0.00044791214
0.5,0.4687906,0.5,0.5,0,0.0004225982,0.92525464,0.0004225982
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004511069,0.5897363,0.0004511069
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045982032,0.5897363,0.00045982032
2.0611535e-09,0.04208773,0.5,0.5,1,0.99663913,0.47700268,0.99663913
2.0611535e-09,0.5,0.5,0.5,0,0.00043315993,0.731302,0.00043315993
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004490822,0.5897363,0.0004490822
2.0611535e-09,0.04208773,0.5,0.5,1,0.99739414,0.47700268,0.99739414
2.0611535e-09,0.9318864,0.5,0.5,1,0.9974413,0.97114813,0.9974413
2.0611535e-09,0.067546695,0.5,0.5,0,0.00044907047,0.4911412,0.00044907047
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004567114,0.5897363,0.0004567114
2.0611535e-09,0.4687906,0.5,0.5,0,0.000446071,0.71397007,0.000446071
2.0611535e-09,0.30975717,0.5,0.5,1,0.9974813,0.62565166,0.9974813
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044413286,0.5897363,0.00044413286
2.0611535e-09,0.053403314,0.5,0.5,0,0.0005028057,0.48328677,0.0005028057
2.0611535e-09,0.4687906,1.0,0.5,1,0.99761546,0.9561574,0.99761546
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044850548,0.5897363,0.00044850548
2.0611535e-09,0.053403314,2.0611535e-09,0.5,1,0.9976396,0.24109942,0.9976396
2.0611535e-09,0.5,0.5,0.5,0,0.00042189297,0.731302,0.00042189297
2.0611535e-09,0.36350998,0.5,0.5,1,0.99749917,0.65550303,0.99749917
2.0611535e-09,0.4687906,0.5,0.5,0,0.0004351028,0.71397007,0.0004351028
2.0611535e-09,0.5,0.5,0.5,0,0.00042749805,0.731302,0.00042749805
2.0611535e-09,0.067546695,0.5,0.5,0,0.00044662153,0.4911412,0.00044662153
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045365817,0.5897363,0.00045365817
2.0611535e-09,0.34864506,0.5,0.5,1,0.9969277,0.6472479,0.9969277
2.0611535e-09,0.4687906,0.5,0.5,0,0.0005863772,0.71397007,0.0005863772
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004487072,0.5897363,0.0004487072
2.0611535e-09,0.053403314,0.5,0.5,0,0.00045883737,0.48328677,0.00045883737
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045462104,0.5897363,0.00045462104
2.0611535e-09,0.2689414,0.5,0.5,0,0.0004338449,0.6029848,0.0004338449
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045400413,0.5897363,0.00045400413
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044795335,0.5897363,0.00044795335
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004472677,0.5897363,0.0004472677
2.0611535e-09,0.24508499,0.5,0.5,0,0.004285461,0.5897363,0.004285461
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045123184,0.5897363,0.00045123184
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044262194,0.5897363,0.00044262194
0.5,0.4687906,0.5,0.5,0,0.00043867168,0.92525464,0.00043867168
2.0611535e-09,0.5,0.5,0.5,0,0.00041787734,0.731302,0.00041787734
2.0611535e-09,0.4687906,0.5,0.5,0,0.00043410578,0.71397007,0.00043410578
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044455868,0.71397007,0.00044455868
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044758455,0.5897363,0.00044758455
2.0611535e-09,0.24508499,0.5,0.5,0,0.00043641657,0.5897363,0.00043641657
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045769272,0.5897363,0.00045769272
2.0611535e-09,0.24508499,2.0611535e-09,0.5,1,0.99738485,0.34754893,0.99738485
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044589894,0.5897363,0.00044589894
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004469112,0.5897363,0.0004469112
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004478279,0.5897363,0.0004478279
2.0611535e-09,0.4687906,0.5,0.5,0,0.00043643898,0.71397007,0.00043643898
2.0611535e-09,0.5,0.5,0.5,0,0.00042739545,0.731302,0.00042739545
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044395955,0.5897363,0.00044395955
2.0611535e-09,0.64632905,0.5,0.5,1,0.99746454,0.81256527,0.99746454
2.0611535e-09,0.34864506,0.5,0.5,1,0.9969382,0.6472479,0.9969382
2.0611535e-09,0.29421493,0.5,0.5,0,0.00044655148,0.6170203,0.00044655148
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045313177,0.5897363,0.00045313177
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004453633,0.5897363,0.0004453633
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004498828,0.5897363,0.0004498828
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045009603,0.4911412,0.00045009603
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045271736,0.5897363,0.00045271736
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045021495,0.4911412,0.00045021495
2.0611535e-09,0.4687906,0.5,0.5,0,0.0004479259,0.71397007,0.0004479259
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004417895,0.5897363,0.0004417895
2.0611535e-09,0.29421493,0.5,0.5,0,0.00043723796,0.6170203,0.00043723796
2.0611535e-09,0.19339408,0.5,1.0,0,0.00040337117,0.7724721,0.00040337117
2.0611535e-09,0.053403314,0.5,0.5,0,0.0005438894,0.48328677,0.0005438894
2.0611535e-09,0.4687906,0.5,0.5,0,0.00043196042,0.71397007,0.00043196042
2.0611535e-09,0.067546695,0.5,0.5,0,0.0004511341,0.4911412,0.0004511341
0.5,0.4687906,0.5,0.5,0,0.00042520976,0.92525464,0.00042520976
2.0611535e-09,0.04208773,0.5,0.5,1,0.99751425,0.47700268,0.99751425
2.0611535e-09,0.5,0.5,0.5,0,0.00042294335,0.731302,0.00042294335
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004531689,0.5897363,0.0004531689
2.0611535e-09,0.2689414,2.0611535e-09,0.5,1,0.99719054,0.36079746,0.99719054
2.0611535e-09,0.04208773,0.5,0.5,1,0.9970151,0.47700268,0.9970151
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044864856,0.5897363,0.00044864856
2.0611535e-09,0.24508499,0.5,0.5,0,0.00043687443,0.5897363,0.00043687443
2.0611535e-09,0.24508499,0.5,0.5,0,0.00047659216,0.5897363,0.00047659216
2.0611535e-09,0.2689414,2.0611535e-09,0.5,1,0.9950224,0.36079746,0.9950224
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045746603,0.5897363,0.00045746603
2.0611535e-09,0.34864506,0.5,0.5,1,0.99703884,0.6472479,0.99703884
2.0611535e-09,0.04208773,0.5,1.0,0,0.41887668,0.68844485,0.41887668
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045903347,0.5897363,0.00045903347
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044563427,0.71397007,0.00044563427
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045421085,0.5897363,0.00045421085
2.0611535e-09,0.053403314,0.5,0.5,1,0.997434,0.48328677,0.997434
0.5,0.4687906,0.5,0.5,0,0.00043173553,0.92525464,0.00043173553
2.0611535e-09,0.04208773,0.5,0.5,1,0.99286985,0.47700268,0.99286985
2.0611535e-09,0.2689414,2.0611535e-09,0.5,1,0.9975918,0.36079746,0.9975918
2.0611535e-09,0.24508499,0.5,0.5,0,0.0005842116,0.5897363,0.0005842116
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044961533,0.5897363,0.00044961533
2.0611535e-09,0.04208773,0.5,0.5,1,0.997417,0.47700268,0.997417
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045006888,0.4911412,0.00045006888
2.0611535e-09,0.053403314,0.5,0.5,1,0.99714315,0.48328677,0.99714315
2.0611535e-09,0.2689414,0.5,0.5,0,0.00044367238,0.6029848,0.00044367238
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045238787,0.4911412,0.00045238787
2.0611535e-09,0.4687906,1.0,0.5,1,0.997992,0.9561574,0.997992
2.0611535e-09,0.29421493,0.5,0.5,0,0.00043898303,0.6170203,0.00043898303
2.0611535e-09,0.24508499,2.0611535e-09,0.5,1,0.99750304,0.34754893,0.99750304
2.0611535e-09,0.053403314,0.5,0.5,1,0.99624735,0.48328677,0.99624735
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004500239,0.5897363,0.0004500239
2.0611535e-09,0.2689414,2.0611535e-09,0.5,1,0.9972309,0.36079746,0.9972309
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045060605,0.4911412,0.00045060605
2.0611535e-09,0.5,0.5,0.5,0,0.00043070337,0.731302,0.00043070337
2.0611535e-09,0.4687906,0.5,0.5,0,0.0004480947,0.71397007,0.0004480947
2.0611535e-09,0.4687906,1.0,0.5,1,0.9979581,0.9561574,0.9979581
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004539307,0.5897363,0.0004539307
2.0611535e-09,0.053403314,0.5,0.5,0,0.0004755842,0.48328677,0.0004755842
2.0611535e-09,0.24508499,0.5,0.5,0,0.00043758913,0.5897363,0.00043758913
2.0611535e-09,0.4687906,0.5,0.5,0,0.00043821582,0.71397007,0.00043821582
2.0611535e-09,0.26973054,0.5,0.5,1,0.99748343,0.603423,0.99748343
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045419557,0.5897363,0.00045419557
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045397392,0.5897363,0.00045397392
2.0611535e-09,0.4687906,1.0,0.5,1,0.99755365,0.9561574,0.99755365
2.0611535e-09,0.053403314,0.5,0.5,1,0.9740529,0.48328677,0.9740529
2.0611535e-09,0.29421493,0.5,0.5,0,0.0004470887,0.6170203,0.0004470887
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004432753,0.5897363,0.0004432753
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004514542,0.5897363,0.0004514542
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044821046,0.5897363,0.00044821046
2.0611535e-09,0.4687906,0.5,0.5,0,0.00043415034,0.71397007,0.00043415034
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004493773,0.5897363,0.0004493773
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045053076,0.5897363,0.00045053076
2.0611535e-09,0.29421493,0.5,0.5,0,0.0004403044,0.6170203,0.0004403044
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004551607,0.5897363,0.0004551607
2.0611535e-09,0.4687906,0.5,0.5,0,0.0004433935,0.71397007,0.0004433935
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044707407,0.5897363,0.00044707407
2.0611535e-09,0.4687906,0.5,0.5,0,0.00043856777,0.71397007,0.00043856777
2.0611535e-09,0.4991752,0.5,0.5,1,0.99747986,0.730844,0.99747986
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044965322,0.5897363,0.00044965322
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004552513,0.5897363,0.0004552513
2.0611535e-09,0.24508499,2.0611535e-09,0.5,1,0.99738616,0.34754893,0.99738616
2.0611535e-09,0.5,0.5,0.5,0,0.00042290386,0.731302,0.00042290386
2.0611535e-09,0.29421493,0.5,0.5,0,0.0004499016,0.6170203,0.0004499016
2.0611535e-09,0.24508499,0.5,0.5,0,0.00043871978,0.5897363,0.00043871978
2.0611535e-09,0.2689414,2.0611535e-09,0.5,1,0.9969876,0.36079746,0.9969876
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045874983,0.5897363,0.00045874983
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045703468,0.5897363,0.00045703468
2.0611535e-09,0.2689414,0.5,0.5,0,0.000436372,0.6029848,0.000436372
2.0611535e-09,0.067546695,0.5,0.5,0,0.00044306763,0.4911412,0.00044306763
2.0611535e-09,0.5,0.5,0.5,0,0.00042340488,0.731302,0.00042340488
2.0611535e-09,0.04208773,0.5,0.5,1,0.9951947,0.47700268,0.9951947
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004584482,0.5897363,0.0004584482
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044851395,0.71397007,0.00044851395
2.0611535e-09,0.24508499,2.0611535e-09,0.5,1,0.9979506,0.34754893,0.9979506
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044421002,0.5897363,0.00044421002
2.0611535e-09,0.29421493,0.5,0.5,0,0.00043090442,0.6170203,0.00043090442
2.0611535e-09,0.24508499,0.5,0.5,0,0.00046337635,0.5897363,0.00046337635
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044786913,0.71397007,0.00044786913
2.0611535e-09,0.45955214,0.5,0.5,1,0.9974711,0.7088396,0.9974711
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004603363,0.5897363,0.0004603363
2.0611535e-09,0.29421493,2.0611535e-09,0.5,1,0.99727243,0.37483302,0.99727243
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044961364,0.5897363,0.00044961364
2.0611535e-09,0.04208773,0.5,0.5,1,0.98731804,0.47700268,0.98731804
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045523315,0.5897363,0.00045523315
2.0611535e-09,0.24508499,0.5,0.5,0,0.0008740305,0.5897363,0.0008740305
2.0611535e-09,0.4687906,0.5,0.5,0,0.0004473847,0.71397007,0.0004473847
2.0611535e-09,0.067546695,0.5,0.5,0,0.0004502158,0.4911412,0.0004502158
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045167163,0.5897363,0.00045167163
2.0611535e-09,0.4687906,1.0,0.5,1,0.9979951,0.9561574,0.9979951
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044403112,0.5897363,0.00044403112
2.0611535e-09,0.29421493,0.5,0.5,0,0.0004377336,0.6170203,0.0004377336
2.0611535e-09,0.4687906,0.5,0.5,0,0.0004482776,0.71397007,0.0004482776
2.0611535e-09,0.2689414,0.5,0.5,0,0.00043741966,0.6029848,0.00043741966
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044953104,0.5897363,0.00044953104
2.0611535e-09,0.04208773,0.5,0.5,1,0.9974937,0.47700268,0.9974937
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004480528,0.5897363,0.0004480528
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044698807,0.5897363,0.00044698807
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044235244,0.71397007,0.00044235244
2.0611535e-09,0.8052987,0.5,0.5,1,0.9974593,0.90084827,0.9974593
2.0611535e-09,0.067546695,0.5,0.5,0,0.0004492619,0.4911412,0.0004492619
2.0611535e-09,0.5,0.5,0.5,0,0.00043022967,0.731302,0.00043022967
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044304752,0.5897363,0.00044304752
2.0611535e-09,0.053403314,0.5,0.5,0,0.00045770593,0.48328677,0.00045770593
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044302837,0.5897363,0.00044302837
2.0611535e-09,0.053403314,0.5,0.5,1,0.9974742,0.48328677,0.9974742
2.0611535e-09,0.24508499,0.5,0.5,0,0.0004464079,0.5897363,0.0004464079
2.0611535e-09,0.4687906,0.5,0.5,0,0.00046376686,0.71397007,0.00046376686
2.0611535e-09,0.053403314,2.0611535e-09,0.5,1,0.9977687,0.24109942,0.9977687
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044883377,0.5897363,0.00044883377
2.0611535e-09,0.053403314,0.5,0.5,0,0.0006796644,0.48328677,0.0006796644
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045579948,0.5897363,0.00045579948
2.0611535e-09,0.5,0.5,0.5,0,0.00043141603,0.731302,0.00043141603
2.0611535e-09,0.24224852,0.5,0.5,1,0.9974927,0.58816105,0.9974927
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044854957,0.5897363,0.00044854957
2.0611535e-09,0.29421493,0.5,0.5,0,0.00044458522,0.6170203,0.00044458522
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045081522,0.4911412,0.00045081522
2.0611535e-09,0.053403314,0.5,0.5,0,0.0004588859,0.48328677,0.0004588859
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045335895,0.5897363,0.00045335895
2.0611535e-09,0.053403314,0.5,0.5,0,0.0007342515,0.48328677,0.0007342515
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044029485,0.5897363,0.00044029485
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045859918,0.5897363,0.00045859918
2.0611535e-09,0.5,0.5,0.5,0,0.0004232039,0.731302,0.0004232039
2.0611535e-09,0.9170664,0.5,0.5,1,0.9974087,0.9629179,0.9974087
2.0611535e-09,0.4687906,0.5,0.5,0,0.0004451411,0.71397007,0.0004451411
2.0611535e-09,0.2689414,2.0611535e-09,0.5,1,0.9976914,0.36079746,0.9976914
2.0611535e-09,0.4687906,0.5,0.5,0,0.000440264,0.71397007,0.000440264
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044269752,0.5897363,0.00044269752
2.0611535e-09,0.34501263,0.5,0.5,1,0.9974491,0.6452306,0.9974491
2.0611535e-09,0.053403314,0.5,0.5,0,0.00048354987,0.48328677,0.00048354987
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045343122,0.5897363,0.00045343122
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045082194,0.4911412,0.00045082194
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044950153,0.5897363,0.00044950153
2.0611535e-09,0.24508499,0.5,0.5,0,0.00047088234,0.5897363,0.00047088234
2.0611535e-09,0.24508499,0.5,0.5,0,0.00043898236,0.5897363,0.00043898236
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044593067,0.71397007,0.00044593067
2.0611535e-09,0.24508499,2.0611535e-09,0.5,1,0.9979351,0.34754893,0.9979351
2.0611535e-09,0.24508499,0.5,0.5,0,0.00061008177,0.5897363,0.00061008177
0.5,0.4687906,0.5,0.5,0,0.00042657607,0.92525464,0.00042657607
2.0611535e-09,0.29421493,0.5,0.5,0,0.0004445054,0.6170203,0.0004445054
2.0611535e-09,0.29421493,0.5,0.5,0,0.00044305855,0.6170203,0.00044305855
2.0611535e-09,0.78411514,0.5,0.5,1,0.99739796,0.8890841,0.99739796
2.0611535e-09,0.053403314,0.5,0.5,0,0.00051997445,0.48328677,0.00051997445
2.0611535e-09,0.29421493,0.5,0.5,0,0.00043577567,0.6170203,0.00043577567
2.0611535e-09,0.24508499,0.5,0.5,0,0.00044613646,0.5897363,0.00044613646
2.0611535e-09,0.053403314,0.5,0.5,0,0.0012050233,0.48328677,0.0012050233
2.0611535e-09,0.6910802,0.5,0.5,1,0.9974644,0.8374176,0.9974644
2.0611535e-09,0.4687906,0.5,0.5,0,0.00043964208,0.71397007,0.00043964208
2.0611535e-09,0.04208773,0.5,1.0,1,0.45066577,0.68844485,0.45066577
2.0611535e-09,0.5,0.5,0.5,0,0.00043298595,0.731302,0.00043298595
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044382675,0.71397007,0.00044382675
2.0611535e-09,0.15262343,0.5,0.5,1,0.997489,0.53838813,0.997489
2.0611535e-09,0.067546695,0.5,0.5,0,0.00045116458,0.4911412,0.00045116458
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045302705,0.5897363,0.00045302705
2.0611535e-09,0.24508499,0.5,0.5,0,0.00045729766,0.5897363,0.00045729766
2.0611535e-09,0.29421493,0.5,0.5,0,0.00044447367,0.6170203,0.00044447367
2.0611535e-09,0.4687906,0.5,0.5,0,0.00044569428,0.71397007,0.00044569428
2.0611535e-09,0.24508499,0.5,0.5,0,0.00043557194,0.5897363,0.00043557194
